LOCATION,\sITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
A10-17-R-2052-774-0,608500,BOX CAKE WINDOW EXPRESSIONS,50,1/2 SHT,29.2,37.2,42.49,0,green,http://yourURL?LOCATION=
A10-17-R-2052-774-84,425254,LEMONADE DIET,8,59 OZ,29.5,35.8,12.88,2,red,http://yourURL?LOCATION=
A10-195-L-2232-3138-0,661900,BAGS WICKET CLEAR POLY 1 MIL,1000,11X18+4,15.22,22.2,24.74,0,green,http://yourURL?LOCATION=
A10-199-L-2232-3198-0,617557,ICED COFFEE DOUBLE ESPRESSO,6,48 OZ,18,56.4,21.42,2,red,http://yourURL?LOCATION=
A10-1-R-2052-390-0,174702,PARTY TRAY-HORMEL SUPREME,8,2.48#,19.84,8.2,92.78,0,green,http://yourURL?LOCATION=
A10-1-R-2052-390-84,722000,PIZZA SAUCE SUPER DOLCE SWEET,6,#10 CAN,46.3,12,28.17,0,green,http://yourURL?LOCATION=
A10-202-L-2232-3246-0,206831,LICORICE ALL SORTS,4,6.6#,26.4,46.8,46.5,0,green,http://yourURL?LOCATION=
A10-206-L-2232-3306-0,126536,CHEDDAR MILD FEATHER SHREDDED,6,5#,30,202.2,1.9935,1,red,http://yourURL?LOCATION=
A10-209-L-2232-3366-0,824970,PEPPERONI SLICER REGULAR,12,2#,25.93,8.6,2.73,0,green,http://yourURL?LOCATION=
A10-216-L-2232-3474-0,953061,T-SACK HIPPO-THANK YOU,1702,12X7X22,21,74,37.32,1,red,http://yourURL?LOCATION=
A10-219-L-2232-3534-0,393056,PUNCH CITRUS,6,128 OZ,51,12.4,9.12,0,green,http://yourURL?LOCATION=
A10-21-L-2232-846-0,833181,MIX COOKIE SUGAR,1,35#,35,2,35.48,0,green,http://yourURL?LOCATION=
A10-21-L-2232-846-84,619648,WING SAUCE BUFFALO,4,GALLON,37.64,7.4,41.75,0,green,http://yourURL?LOCATION=
A10-23-R-2052-882-0,509727,PARMESAN WHEEL,1,20#,20,7.4,3.11,0,green,http://yourURL?LOCATION=
A10-24-L-2232-906-84,957441,FILLING APPLE FRUITFUL PASTRY,1,40#,40,5.6,56.33,0,green,http://yourURL?LOCATION=
A10-27-R-2052-942-0,836765,PICKLES KOSHER WHOLE,1,5 GAL,46,0.8,23.89,0,green,http://yourURL?LOCATION=
A10-27-R-2052-942-84,245003,GLAZE NEUTRAL FRUIT,12,2#,25,3,14.28,0,green,http://yourURL?LOCATION=
A10-28-L-2232-954-0,880266,KOMBUCHA CALIFORNIA GRAPE,12,16 OZ,22.5,13.2,27,1,red,http://yourURL?LOCATION=
A10-28-L-2232-954-84,832733,ALMONDS DICE BUTTERED W/S,1,30#,24,5.2,152,0,green,http://yourURL?LOCATION=
A10-32-R-2052-1002-84,149600,CHEDDAR MEDIUM BLOCK*,1,40#,42.9,7.2,2.56,0,green,http://yourURL?LOCATION=
A10-33-L-2232-1014-0,510169,LOAF LIVER,2,2-3#,6,38.2,2.46,0,green,http://yourURL?LOCATION=
A10-33-L-2232-1014-84,189500,CREAM CHEESE,1,30#,30,58,1.8495,0,green,http://yourURL?LOCATION=
A10-36-R-2052-1050-0,535406,T-SACK-NEIMANS MKTS,1000,12X7X22,15,72.2,27.08,0,green,http://yourURL?LOCATION=
A10-36-R-2052-1050-84,638600,PASTRAMI SPICED BEEF,2,5#,10,25,5.19,0,green,http://yourURL?LOCATION=
A10-37-L-2232-1074-0,300100,CONT SOUP GARDEN DESGN W/LID,250,12 oz,23,1.8,57.52,0,green,http://yourURL?LOCATION=
A10-37-L-2232-1074-84,788500,HAM OLD TYME 10%,2,12#,24,89,1.59,0,green,http://yourURL?LOCATION=
A10-3-L-2232-450-84,611300,MAYONNAISE EXTRA HEAVY,4,GALLON,33.04,163.2,25.97,0,green,http://yourURL?LOCATION=
A10-3-R-2052-450-0,560319,WAFERS PINK APLINE,1,25#,25,0,40.25,0,green,http://yourURL?LOCATION=
A10-40-R-2052-1110-0,585500,CONT SOUP GARDEN DESGN W/LID,250,16 OZ,23,4.6,60.92,0,green,http://yourURL?LOCATION=
A10-40-R-2052-1110-84,119536,COLBY MINI HORN*,2,6#,12,531.4,2.1555,0,green,http://yourURL?LOCATION=
A10-41-L-2232-1134-0,431935,CHEESE SHRED ORGANIC ITALIAN,12,6 OZ,4.5,13.4,35.88,0,green,http://yourURL?LOCATION=
A10-41-L-2232-1134-84,357648,POTATO SALAD MUSTARD PACKAGED,6,32 OZ,12,1293.8,11.25,0,green,http://yourURL?LOCATION=
A10-44-R-2052-1170-0,655161,BOX PIZZA JONNAS TAYLOR 14IN,50,14X14X2,17,5.4,21.58,0,green,http://yourURL?LOCATION=
A10-44-R-2052-1170-84,241600,ROAST BEEF TOP ROUND,2,6#,12,17.6,5.88,0,green,http://yourURL?LOCATION=
A10-45-L-2232-1182-0,620700,CONT CLEAR HINGD LBH523(SL35),500,9X5X3.5,24.1,33,52.37,0,green,http://yourURL?LOCATION=
A10-45-L-2232-1182-84,243700,PEPPERONI SANDWICH STYLE,5,4#,20,60,2.57,0,green,http://yourURL?LOCATION=
A10-49-R-2052-1230-0,904800,LID PLASTIC STRAW SLOT #32SL,500,32-44OZ,5,886.2,19.68,0,green,http://yourURL?LOCATION=
A10-49-R-2052-1230-84,290612,HAM MAPLE HONEY,3,4#,12,69,3.41,0,green,http://yourURL?LOCATION=
A10-4-L-2232-498-84,886603,HAM IMPORTED REDUCED SODIUM,2,11#,22,391.8,3.18,0,green,http://yourURL?LOCATION=
A10-4-R-2052-498-84,838298,PEACHES SLICED IN LIGHT SYRUP,6,#10 CAN,39.75,27.8,24.01,0,green,http://yourURL?LOCATION=
A10-50-L-2232-1242-0,675629,CUP THORNTON IX OWN THE WAY,1000,16 OZ,12.03,40.4,52.5,0,green,http://yourURL?LOCATION=
A10-50-L-2232-1242-84,272876,SACKS HAND UP-VILLAGE MARKET,300,1/6-70#,47,39.2,36.76,0,green,http://yourURL?LOCATION=
A10-53-R-2052-1278-0,362274,TURKEY O/R DELI SHAVED,8,9 OZ,4.5,37,12,0,green,http://yourURL?LOCATION=
A10-53-R-2052-1278-84,119836,PEPPER JACK MINI HORN,2,6#,12,134.8,2.009,0,green,http://yourURL?LOCATION=
A10-54-L-2232-1302-0,614700,BAGS BREAD CLEAR POLY .75 MIL,1000,5X5X19,9.74,38.2,14.19,0,green,http://yourURL?LOCATION=
A10-54-L-2232-1302-84,156723,RELISH CHICAGO STYLE,4,GALLON,38,14.6,18.5,0,green,http://yourURL?LOCATION=
A10-57-R-2052-1338-0,389842,EASTER PASTEL KISSES  BULK,1,25#,26.6,0,89.5,0,green,http://yourURL?LOCATION=
A10-57-R-2052-1338-84,407800,BOLOGNA DELUXE CLUB,2,13.4#,26.8,335.2,1.58,0,green,http://yourURL?LOCATION=
A10-58-L-2232-1362-0,198960,PEANUTS BLANCH ROASTED NO SALT,1,25#,25,10,38.61,0,green,http://yourURL?LOCATION=
A10-58-L-2232-1362-84,432938,WATER IN PAPER CARTON,24,16.9 OZ,27.6,78.6,16.8,1,red,http://yourURL?LOCATION=
A10-61-R-2052-1398-0,192900,TURKEY BREAST OVEN PREPARED,2,8#,16,41.2,2.79,0,green,http://yourURL?LOCATION=
A10-61-R-2052-1398-84,931644,PUDDING ALMONDMILK DRK CHOC,6,4/3.75Z,5.625,38.8,11.1186,0,green,http://yourURL?LOCATION=
A10-62-L-2232-1410-0,559180,CHICKEN BREAST HONEY GRILLED,2,6.5#,13,34,4.59,0,green,http://yourURL?LOCATION=
A10-62-L-2232-1410-84,735826,HANK'S VANILLA CREAM,6,4 PK,33.25,16.5,18,2,red,http://yourURL?LOCATION=
A10-66-R-2052-1458-0,351000,GLOVES VINYL PF LARGE,10,100 CT,14.7,439.2,16.8,0,green,http://yourURL?LOCATION=
A10-66-R-2052-1458-84,359049,KEFIR DRINK LF PLAIN,6,32 OZ,12,109.4,13.4,0,green,http://yourURL?LOCATION=
A10-67-L-2232-1470-0,902585,T-SACK MARTINS,1000,12X7X22,23,587.6,16.75,0,green,http://yourURL?LOCATION=
A10-67-L-2232-1470-84,670300,BAGS BROWN KRAFT 20# SQUAT HD,500,8X6X13,31,100,18.98,0,green,http://yourURL?LOCATION=
A10-6-L-2232-558-0,834100,T-SACK-THANK YOU FLAG LOW-D,1000,12X7X22,13,36,25.57,1,red,http://yourURL?LOCATION=
A10-70-R-2052-1506-0,820700,ICING CHOCOLATE DONUT,1,38#,40,38.8,52.1,0,green,http://yourURL?LOCATION=
A10-70-R-2052-1506-84,277300,HAM VIRGINIA BRAND,2,13#,26,142.8,2.39,0,green,http://yourURL?LOCATION=
A10-71-L-2232-1530-0,198994,PEANUTS BLANCH ROASTED SALTED,1,25#,25,11.2,38.54,0,green,http://yourURL?LOCATION=
A10-71-L-2232-1530-84,145018,POTATO SALAD DEVILED EGG,2,8#,16,476.4,1.75,0,green,http://yourURL?LOCATION=
A10-74-R-2052-1566-0,416176,SALAD COUSCOUS FETA AND MINT,2,4#,8,36.8,2.82,0,green,http://yourURL?LOCATION=
A10-74-R-2052-1566-84,907711,DOUGH COOKIE EDIBLE CONFETTI,32,3.5 OZ,7,56.4,35.2,0,green,http://yourURL?LOCATION=
A10-75-L-2232-1590-0,528818,GUMMI RATTLESNAKE 27 INCH,1,20#,20,0,44.51,0,green,http://yourURL?LOCATION=
A10-75-L-2232-1590-84,357459,POTATO SALAD AMERICAN,2,5#,10,489.8,0.86,0,green,http://yourURL?LOCATION=
A10-78-R-2052-1626-0,831876,GUMMI PEACH RINGS,6,5#,30,2.8,30.15,0,green,http://yourURL?LOCATION=
A10-78-R-2052-1626-84,868715,EGG NOG TRADITIONAL,12,32 OZ,24,0,27,0,green,http://yourURL?LOCATION=
A10-79-L-2232-1638-0,714283,CHIPS PLANTAIN SALTED,4,5#,20,40.8,42,0,green,http://yourURL?LOCATION=
A10-79-L-2232-1638-84,190800,TURKEY BREAST CRK PEP/SEAS,3,4#,12,62,3.63,1,red,http://yourURL?LOCATION=
A10-83-R-2052-1686-0,663621,PEAS FRIED SALTED BULK,2,11#,22,39.2,23.54,0,green,http://yourURL?LOCATION=
A10-83-R-2052-1686-84,221900,HAM HONEY CURED #12950,3,6.5#,19.5,208.4,3.41,0,green,http://yourURL?LOCATION=
A10-84-L-2232-1698-0,762558,TURKEY BREAST JP MESQUITE,2,8#,16,39.4,3.5,0,green,http://yourURL?LOCATION=
A10-84-L-2232-1698-84,273900,SAUERKRAUT 2# POLY,12,2#,27,17.8,20.82,0,green,http://yourURL?LOCATION=
A10-87-R-2052-1734-0,643380,BAG BREAD POLY EVA W,1000,11X13X3,9.5,39.8,21.18,0,green,http://yourURL?LOCATION=
A10-87-R-2052-1734-84,92800,CHICKEN BREAST BUFFALO,2,4#,8,100.8,3.63,0,green,http://yourURL?LOCATION=
A10-88-L-2232-1758-0,670800,BAGS BROWN KRAFT LIQUOR PINT,500,4X2X11,7,40.4,7.57,0,green,http://yourURL?LOCATION=
A10-88-L-2232-1758-84,232556,FILM MEAT DIGI,1,"16""4500",27,15.8,52.17,0,green,http://yourURL?LOCATION=
A10-8-R-2052-606-84,715000,T-SACK-THANK YOU ENVIRO BEIGE,1000,13X8X23,22.08,212,26.22,1,red,http://yourURL?LOCATION=
A10-91-R-2052-1794-0,714700,BAGS POP CAN TOMRA 1.3 MIL,100,37X52,30.5,10.2,35.14,0,green,http://yourURL?LOCATION=
A10-91-R-2052-1794-84,233000,CAPICOLA HOT,3,5#,15,41,3.99,3,red,http://yourURL?LOCATION=
A10-92-L-2232-1818-0,861014,HONEY CURED DELI HAM,4,6#,24,5.6,3.06,0,green,http://yourURL?LOCATION=
A10-92-L-2232-1818-84,277700,BOLOGNA CLEVELAND,3,12#,36,48.8,1.34,2,red,http://yourURL?LOCATION=
A10-95-R-2052-1854-0,358860,"PIZZA CRUST 12"" THIN & CRISPY",12,2/16 OZ,24,11,34.8,0,green,http://yourURL?LOCATION=
A10-95-R-2052-1854-84,115600,MUENSTER SQUARE YELLOW*,6,5#,36,239.6,2.0335,0,green,http://yourURL?LOCATION=
A10-96-L-2232-1866-0,83900,JALAPENO LOAF,3,3.2#,9.6,41.4,3.09,0,green,http://yourURL?LOCATION=
A10-96-L-2232-1866-84,615800,DRESSING REF SLAW,4,GALLON,36,57.6,37.64,6,red,http://yourURL?LOCATION=
A10-9-L-2232-618-0,736600,TURKEY BREAST MAPLE GLAZED,2,7#,14,39.4,5.1,0,green,http://yourURL?LOCATION=
A1-101-L-180-1926-0,925687,POPCORN DRIZZLE SHIPPER,36,13.1 OZ,41,8.5,73.8,0,green,http://yourURL?LOCATION=
A1-101-L-180-1926-60,359145,YOGURT PLAIN 0 %,6,32 OZ,12,68.6,17.16,0,green,http://yourURL?LOCATION=
A1-101-R-0-1926-0,444345,PEPPERS RED ROASTED,6,#10 CAN,45,16.6,28.5,0,green,http://yourURL?LOCATION=
A1-101-R-0-1926-60,530841,TUB SM GUMMI BEARS ASSORTED,12,13 OZ,9.75,66.4,18.69,0,green,http://yourURL?LOCATION=
A1-105-L-180-1986-0,766219,DRINK EXPOSED ALOE & HONEY,12,16.9 OZ,12.68,29.2,13.5,0,green,http://yourURL?LOCATION=
A1-105-L-180-1986-60,838130,PASTA SAUCE MARINARA FULL RED,6,#10 CAN,46,7.8,25.07,0,green,http://yourURL?LOCATION=
A1-105-R-0-1986-0,409900,MILK EVAPORATED,6,#10,47,10.2,47.25,0,green,http://yourURL?LOCATION=
A1-105-R-0-1986-60,359151,YOGURT FRENCH VANILLA LOW FAT,6,32 OZ,12,68.6,17.16,0,green,http://yourURL?LOCATION=
A1-109-L-180-2046-0,836758,PICKLES SPEARS KOSHER,1,5 GAL,46,0.4,24.73,0,green,http://yourURL?LOCATION=
A1-109-L-180-2046-60,359073,KEFIR DRINK FF PLAIN,6,32 OZ,12,70.2,13.4,0,green,http://yourURL?LOCATION=
A1-109-R-0-2046-0,374703,TUB LG DRIED CRANBERRIES,12,13 OZ,10.75,69.4,20.27,0,green,http://yourURL?LOCATION=
A1-109-R-0-2046-60,670700,SACKS BROWN KRAFT,400,1/6-75#,56,72,32.41,1,red,http://yourURL?LOCATION=
A11-100-R-2280-1914-0,915649,"CIABATTA 4.5"" HAM & HAVARTI",4,5 OZ,1.5,32,11.49,1,red,http://yourURL?LOCATION=
A11-100-R-2280-1914-48,507449,GUMMI BEARS WILD CHERRY,4,5#,20,23.6,21.66,0,green,http://yourURL?LOCATION=
A11-101-L-2460-1926-0,648038,ICING COUNTRY WHITE ZTF,1,28#,28,255.8,44.78,0,green,http://yourURL?LOCATION=
A11-101-L-2460-1926-60,358845,"PIZZA CRUST 12"" TRADITIONAL",12,2/24 OZ,36,13.6,34.8,0,green,http://yourURL?LOCATION=
A11-104-R-2280-1962-0,620005,CONT CLEAR HINGED PET2OUT1,500,5X5X2.7,20.3,10.4,42.14,0,green,http://yourURL?LOCATION=
A11-104-R-2280-1962-48,166703,CHICKEN BREAST RED SODIUM O/R,2,4#,8,43.8,3.63,0,green,http://yourURL?LOCATION=
A11-105-L-2460-1986-60,188000,GELATIN STRAWBERRY PARFAIT,2,4#,8,57.4,0.965,0,green,http://yourURL?LOCATION=
A11-107-R-2280-2010-48,530433,FILBERTS NATURAL TURKISH,1,55#,55,13.8,217.33,0,green,http://yourURL?LOCATION=
A11-108-R-2280-2022-0,666100,BAGS BAKERY ITALIAN DESIGN,1000,6X3X18,26.5,4.6,49.53,0,green,http://yourURL?LOCATION=
A11-108-R-2280-2022-48,232076,TOMATO SAUCE,12,29 OZ,21.75,36,9.73,0,green,http://yourURL?LOCATION=
A11-109-L-2460-2046-0,560336,WAFERS YELLOW ALPINE,1,25#,25,0,40.25,0,green,http://yourURL?LOCATION=
A11-109-L-2460-2046-60,428926,CHEESE BLEND DOLLY'S,6,5#,30,27.2,2.067,0,green,http://yourURL?LOCATION=
A11-10-R-2280-654-48,654600,MALT BALLS JUMBO CHOC COVERED,1,20#,20,49,35.63,0,green,http://yourURL?LOCATION=
A11-111-R-2280-2070-48,533187,THIN MINTS DARK CHOCOLATE,36,3.5 OZ,10,0,27.5,0,green,http://yourURL?LOCATION=
A11-112-R-2280-2082-0,933051,JUICE ORANGE 50% LESS SUGAR,6,59 OZ,25.75,11.8,8.7,0,green,http://yourURL?LOCATION=
A11-112-R-2280-2082-48,251214,HAM BLACK FOREST W/NAT JUICES,2,4.5#,9,75.4,4.6,0,green,http://yourURL?LOCATION=
A11-113-L-2460-2094-0,425152,LEMONADE ORIGINAL,8,59 OZ,29.5,166.6,12.88,4,red,http://yourURL?LOCATION=
A11-113-L-2460-2094-60,292975,T-SACK-VALLI PRODUCE,1000,11X6X21,17,324.8,13.42,0,green,http://yourURL?LOCATION=
A11-116-R-2280-2130-48,205300,CORNED BEEF RND CAP-OFF#46802,2,6#,12,39.4,5.88,0,green,http://yourURL?LOCATION=
A11-117-R-2280-2142-0,694533,DATES PITTED DEGLET NOOR,1,20#,20,121.8,31,1,red,http://yourURL?LOCATION=
A11-117-R-2280-2142-48,126036,MOZZARELLA /PROV 50/50 SHRED*,6,5#,30,251.8,2.0235,0,green,http://yourURL?LOCATION=
A11-118-L-2460-2154-60,570417,ROAST BEEF TOP ROUND MEDIUM,2,7-9#,16.82,31.6,4.07,0,green,http://yourURL?LOCATION=
A11-121-R-2280-2190-0,201102,DRESSING REF BLUE CHS SUPREME,4,GALLON,31.01,3.8,47.86,0,green,http://yourURL?LOCATION=
A11-121-R-2280-2190-48,424400,SWISS BABY,2,5#,10.5,24.2,4.06,0,green,http://yourURL?LOCATION=
A11-122-L-2460-2214-0,702700,CASHEWS 320 RST W/S ALL NATRL,1,25#,25,20.6,145,0,green,http://yourURL?LOCATION=
A11-122-L-2460-2214-60,200000,TURKEY BREAST OVEN ROASTED,2,8#,16,193.4,3.63,0,green,http://yourURL?LOCATION=
