LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
A11-21-L-2460-846-0,48,48,61,2460,846,0,A11,X,L,21,WARREN,A,1
A11-21-L-2460-846-60,48,48,61,2460,846,60,A11,X,L,21,WARREN,A,2
A1-122-L-180-2214-0,48,48,55,180,2214,0,A1,X,L,122,WARREN,A,1
A1-122-L-180-2214-60,48,48,55,180,2214,60,A1,X,L,122,WARREN,A,2
A1-122-R-0-2214-0,48,48,55,0,2214,0,A1,X,R,122,WARREN,A,1
A1-122-R-0-2214-60,48,48,55,0,2214,60,A1,X,R,122,WARREN,A,2
A11-22-R-2280-870-48,48,48,30,2280,870,48,A11,X,R,22,WARREN,A,3
A11-23-R-2280-882-0,48,48,48,2280,882,0,A11,X,R,23,WARREN,A,1
A11-23-R-2280-882-48,48,48,22,2280,882,48,A11,X,R,23,WARREN,A,2
A11-24-L-2460-906-0,48,48,61,2460,906,0,A11,X,L,24,WARREN,A,1
A11-24-L-2460-906-60,48,48,61,2460,906,60,A11,X,L,24,WARREN,A,2
A1-126-L-180-2274-0,48,48,55,180,2274,0,A1,X,L,126,WARREN,A,1
A1-126-L-180-2274-60,48,48,55,180,2274,60,A1,X,L,126,WARREN,A,2
A1-126-R-0-2274-0,48,48,55,0,2274,0,A1,X,R,126,WARREN,A,1
A1-126-R-0-2274-60,48,48,55,0,2274,60,A1,X,R,126,WARREN,A,2
A11-26-R-2280-930-48,48,48,30,2280,930,48,A11,X,R,26,WARREN,A,3
A11-27-R-2280-942-0,48,48,48,2280,942,0,A11,X,R,27,WARREN,A,1
A11-27-R-2280-942-48,48,48,22,2280,942,48,A11,X,R,27,WARREN,A,2
A11-28-L-2460-954-0,48,48,61,2460,954,0,A11,X,L,28,WARREN,A,1
A11-28-L-2460-954-60,48,48,61,2460,954,60,A11,X,L,28,WARREN,A,2
A1-12-L-180-678-0,48,48,55,180,678,0,A1,X,L,12,WARREN,A,1
A1-12-L-180-678-60,48,48,55,180,678,60,A1,X,L,12,WARREN,A,2
A1-12-R-0-678-0,48,48,55,0,678,0,A1,X,R,12,WARREN,A,1
A1-12-R-0-678-60,48,48,55,0,678,60,A1,X,R,12,WARREN,A,2
A11-2-R-2280-438-48,48,48,30,2280,438,48,A11,X,R,2,WARREN,A,3
A1-130-L-180-2322-0,48,48,55,180,2322,0,A1,X,L,130,WARREN,A,1
A1-130-L-180-2322-60,48,48,55,180,2322,60,A1,X,L,130,WARREN,A,2
A1-130-R-0-2322-0,48,48,55,0,2322,0,A1,X,R,130,WARREN,A,1
A1-130-R-0-2322-60,48,48,55,0,2322,60,A1,X,R,130,WARREN,A,2
A11-31-R-2280-990-48,48,48,30,2280,990,48,A11,X,R,31,WARREN,A,3
A11-32-R-2280-1002-0,48,48,48,2280,1002,0,A11,X,R,32,WARREN,A,1
A11-32-R-2280-1002-48,48,48,22,2280,1002,48,A11,X,R,32,WARREN,A,2
A11-33-L-2460-1014-0,48,48,61,2460,1014,0,A11,X,L,33,WARREN,A,1
A11-33-L-2460-1014-60,48,48,61,2460,1014,60,A11,X,L,33,WARREN,A,2
A1-135-L-180-2382-0,48,48,55,180,2382,0,A1,X,L,135,WARREN,A,1
A1-135-L-180-2382-60,48,48,55,180,2382,60,A1,X,L,135,WARREN,A,2
A1-135-R-0-2382-0,48,48,55,0,2382,0,A1,X,R,135,WARREN,A,1
A1-135-R-0-2382-60,48,48,55,0,2382,60,A1,X,R,135,WARREN,A,2
A11-36-R-2280-1050-0,48,48,48,2280,1050,0,A11,X,R,36,WARREN,A,1
A11-36-R-2280-1050-48,48,48,30,2280,1050,48,A11,X,R,36,WARREN,A,3
A11-37-L-2460-1074-0,48,48,61,2460,1074,0,A11,X,L,37,WARREN,A,1
A11-37-L-2460-1074-60,48,48,61,2460,1074,60,A11,X,L,37,WARREN,A,2
A11-39-R-2280-1098-48,48,48,30,2280,1098,48,A11,X,R,39,WARREN,A,3
A11-3-L-2460-450-0,48,48,61,2460,450,0,A11,X,L,3,WARREN,A,1
A11-3-L-2460-450-60,48,48,61,2460,450,60,A11,X,L,3,WARREN,A,2
A11-3-R-2280-450-0,48,48,48,2280,450,0,A11,X,R,3,WARREN,A,1
A11-3-R-2280-450-48,48,48,22,2280,450,48,A11,X,R,3,WARREN,A,2
A1-140-L-180-2442-0,48,48,55,180,2442,0,A1,X,L,140,WARREN,A,1
A1-140-L-180-2442-60,48,48,55,180,2442,60,A1,X,L,140,WARREN,A,2
A1-140-R-0-2442-0,48,48,55,0,2442,0,A1,X,R,140,WARREN,A,1
A1-140-R-0-2442-60,48,48,55,0,2442,60,A1,X,R,140,WARREN,A,2
A11-40-R-2280-1110-0,48,48,48,2280,1110,0,A11,X,R,40,WARREN,A,1
A11-40-R-2280-1110-48,48,48,22,2280,1110,48,A11,X,R,40,WARREN,A,2
A11-41-L-2460-1134-0,48,48,61,2460,1134,0,A11,X,L,41,WARREN,A,1
A11-41-L-2460-1134-60,48,48,61,2460,1134,60,A11,X,L,41,WARREN,A,2
A11-43-R-2280-1158-48,48,48,30,2280,1158,48,A11,X,R,43,WARREN,A,3
A11-44-R-2280-1170-0,48,48,48,2280,1170,0,A11,X,R,44,WARREN,A,1
A11-44-R-2280-1170-48,48,48,22,2280,1170,48,A11,X,R,44,WARREN,A,2
A1-145-L-180-2502-0,48,48,55,180,2502,0,A1,X,L,145,WARREN,A,1
A1-145-L-180-2502-60,48,48,55,180,2502,60,A1,X,L,145,WARREN,A,2
A11-45-L-2460-1182-0,48,48,61,2460,1182,0,A11,X,L,45,WARREN,A,1
A11-45-L-2460-1182-60,48,48,61,2460,1182,60,A11,X,L,45,WARREN,A,2
A1-145-R-0-2502-0,48,48,55,0,2502,0,A1,X,R,145,WARREN,A,1
A1-145-R-0-2502-60,48,48,55,0,2502,60,A1,X,R,145,WARREN,A,2
A11-48-R-2280-1218-48,48,48,30,2280,1218,48,A11,X,R,48,WARREN,A,3
A1-149-L-180-2550-0,48,48,55,180,2550,0,A1,X,L,149,WARREN,A,1
A1-149-L-180-2550-60,48,48,55,180,2550,60,A1,X,L,149,WARREN,A,2
A1-149-R-0-2550-0,48,48,55,0,2550,0,A1,X,R,149,WARREN,A,1
A1-149-R-0-2550-60,48,48,55,0,2550,60,A1,X,R,149,WARREN,A,2
A11-49-R-2280-1230-0,48,48,48,2280,1230,0,A11,X,R,49,WARREN,A,1
A11-49-R-2280-1230-48,48,48,22,2280,1230,48,A11,X,R,49,WARREN,A,2
A11-4-L-2460-498-0,48,48,61,2460,498,0,A11,X,L,4,WARREN,A,1
A11-4-L-2460-498-60,48,48,61,2460,498,60,A11,X,L,4,WARREN,A,2
A11-4-R-2280-498-0,48,48,48,2280,498,0,A11,X,R,4,WARREN,A,1
A11-4-R-2280-498-48,48,48,30,2280,498,48,A11,X,R,4,WARREN,A,3
A11-50-L-2460-1242-0,48,48,61,2460,1242,0,A11,X,L,50,WARREN,A,1
A11-50-L-2460-1242-60,48,48,61,2460,1242,60,A11,X,L,50,WARREN,A,2
A11-53-R-2280-1278-0,48,48,48,2280,1278,0,A11,X,R,53,WARREN,A,1
A11-53-R-2280-1278-48,48,48,30,2280,1278,48,A11,X,R,53,WARREN,A,3
A1-154-L-180-2610-0,48,48,55,180,2610,0,A1,X,L,154,WARREN,A,1
A1-154-L-180-2610-60,48,48,55,180,2610,60,A1,X,L,154,WARREN,A,2
A11-54-L-2460-1302-0,48,48,61,2460,1302,0,A11,X,L,54,WARREN,A,1
A11-54-L-2460-1302-60,48,48,61,2460,1302,60,A11,X,L,54,WARREN,A,2
A1-154-R-0-2610-0,48,48,55,0,2610,0,A1,X,R,154,WARREN,A,1
A1-154-R-0-2610-60,48,48,55,0,2610,60,A1,X,R,154,WARREN,A,2
A11-56-R-2280-1326-48,48,48,30,2280,1326,48,A11,X,R,56,WARREN,A,3
A11-57-R-2280-1338-0,48,48,48,2280,1338,0,A11,X,R,57,WARREN,A,1
A11-57-R-2280-1338-48,48,48,22,2280,1338,48,A11,X,R,57,WARREN,A,2
A11-58-L-2460-1362-0,48,48,61,2460,1362,0,A11,X,L,58,WARREN,A,1
A11-58-L-2460-1362-60,48,48,61,2460,1362,60,A11,X,L,58,WARREN,A,2
A1-159-L-180-2670-0,48,48,55,180,2670,0,A1,X,L,159,WARREN,A,1
A1-159-L-180-2670-60,48,48,55,180,2670,60,A1,X,L,159,WARREN,A,2
A1-159-R-0-2670-0,48,48,55,0,2670,0,A1,X,R,159,WARREN,A,1
A1-159-R-0-2670-60,48,48,55,0,2670,60,A1,X,R,159,WARREN,A,2
A1-15-L-180-726-0,48,48,55,180,726,0,A1,X,L,15,WARREN,A,1
A1-15-L-180-726-60,48,48,55,180,726,60,A1,X,L,15,WARREN,A,2
A1-15-R-0-726-0,48,48,55,0,726,0,A1,X,R,15,WARREN,A,1
A1-15-R-0-726-60,48,48,55,0,726,60,A1,X,R,15,WARREN,A,2
A11-5-R-2280-546-48,48,48,30,2280,546,48,A11,X,R,5,WARREN,A,3
A11-60-R-2280-1386-48,48,48,30,2280,1386,48,A11,X,R,60,WARREN,A,3
A11-61-R-2280-1398-0,48,48,48,2280,1398,0,A11,X,R,61,WARREN,A,1
A11-61-R-2280-1398-48,48,48,22,2280,1398,48,A11,X,R,61,WARREN,A,2
A11-62-L-2460-1410-0,48,48,61,2460,1410,0,A11,X,L,62,WARREN,A,1
A11-62-L-2460-1410-60,48,48,61,2460,1410,60,A11,X,L,62,WARREN,A,2
A1-164-L-180-2730-0,48,48,55,180,2730,0,A1,X,L,164,WARREN,A,1
A1-164-L-180-2730-60,48,48,55,180,2730,60,A1,X,L,164,WARREN,A,2
A1-164-R-0-2730-0,48,48,55,0,2730,0,A1,X,R,164,WARREN,A,1
A1-164-R-0-2730-60,48,48,55,0,2730,60,A1,X,R,164,WARREN,A,2
A11-65-R-2280-1446-48,48,48,30,2280,1446,48,A11,X,R,65,WARREN,A,3
A11-66-R-2280-1458-0,48,48,48,2280,1458,0,A11,X,R,66,WARREN,A,1
A11-66-R-2280-1458-48,48,48,22,2280,1458,48,A11,X,R,66,WARREN,A,2
A11-67-L-2460-1470-0,48,48,61,2460,1470,0,A11,X,L,67,WARREN,A,1
A11-67-L-2460-1470-60,48,48,61,2460,1470,60,A11,X,L,67,WARREN,A,2
A1-168-R-0-2778-0,48,48,55,0,2778,0,A1,X,R,168,WARREN,A,1
A1-168-R-0-2778-60,48,48,55,0,2778,60,A1,X,R,168,WARREN,A,2
A11-6-L-2460-558-0,48,48,61,2460,558,0,A11,X,L,6,WARREN,A,1
A11-6-L-2460-558-60,48,48,61,2460,558,60,A11,X,L,6,WARREN,A,2
A11-70-R-2280-1506-0,48,48,48,2280,1506,0,A11,X,R,70,WARREN,A,1
A11-70-R-2280-1506-48,48,48,30,2280,1506,48,A11,X,R,70,WARREN,A,3
A11-71-L-2460-1530-0,48,48,61,2460,1530,0,A11,X,L,71,WARREN,A,1
A11-71-L-2460-1530-60,48,48,61,2460,1530,60,A11,X,L,71,WARREN,A,2
A1-173-R-0-2838-0,48,48,55,0,2838,0,A1,X,R,173,WARREN,A,1
A1-173-R-0-2838-60,48,48,55,0,2838,60,A1,X,R,173,WARREN,A,2
A11-73-R-2280-1554-48,48,48,30,2280,1554,48,A11,X,R,73,WARREN,A,3
A11-74-R-2280-1566-0,48,48,48,2280,1566,0,A11,X,R,74,WARREN,A,1
A11-74-R-2280-1566-48,48,48,22,2280,1566,48,A11,X,R,74,WARREN,A,2
A11-75-L-2460-1590-0,48,48,61,2460,1590,0,A11,X,L,75,WARREN,A,1
A11-75-L-2460-1590-60,48,48,61,2460,1590,60,A11,X,L,75,WARREN,A,2
A11-77-R-2280-1614-48,48,48,30,2280,1614,48,A11,X,R,77,WARREN,A,3
A1-178-R-0-2898-0,48,48,55,0,2898,0,A1,X,R,178,WARREN,A,1
A1-178-R-0-2898-60,48,48,55,0,2898,60,A1,X,R,178,WARREN,A,2
A11-78-R-2280-1626-0,48,48,48,2280,1626,0,A11,X,R,78,WARREN,A,1
A11-78-R-2280-1626-48,48,48,22,2280,1626,48,A11,X,R,78,WARREN,A,2
A11-79-L-2460-1638-0,48,48,61,2460,1638,0,A11,X,L,79,WARREN,A,1
A11-79-L-2460-1638-60,48,48,61,2460,1638,60,A11,X,L,79,WARREN,A,2
A11-82-R-2280-1674-48,48,48,30,2280,1674,48,A11,X,R,82,WARREN,A,3
A1-183-R-0-2958-0,48,48,55,0,2958,0,A1,X,R,183,WARREN,A,2
A11-83-R-2280-1686-0,48,48,48,2280,1686,0,A11,X,R,83,WARREN,A,1
A11-83-R-2280-1686-48,48,48,22,2280,1686,48,A11,X,R,83,WARREN,A,2
A11-84-L-2460-1698-0,48,48,61,2460,1698,0,A11,X,L,84,WARREN,A,1
A11-84-L-2460-1698-60,48,48,61,2460,1698,60,A11,X,L,84,WARREN,A,2
A1-187-R-0-3006-0,48,48,55,0,3006,0,A1,X,R,187,WARREN,A,1
A11-87-R-2280-1734-0,48,48,48,2280,1734,0,A11,X,R,87,WARREN,A,1
A11-87-R-2280-1734-48,48,48,30,2280,1734,48,A11,X,R,87,WARREN,A,3
A1-188-L-180-3018-0,48,48,50,180,3018,0,A1,X,L,188,WARREN,A,1
A1-188-L-180-3018-48,48,48,21,180,3018,48,A1,X,L,188,WARREN,A,2
A1-188-L-180-3018-84,48,48,35,180,3018,84,A1,X,L,188,WARREN,A,3
A11-88-L-2460-1758-0,48,48,61,2460,1758,0,A11,X,L,88,WARREN,A,1
A11-88-L-2460-1758-60,48,48,61,2460,1758,60,A11,X,L,88,WARREN,A,2
A1-188-R-0-3018-0,48,48,31,0,3018,0,A1,X,R,188,WARREN,A,1
A1-188-R-0-3018-36,48,48,39,0,3018,36,A1,X,R,188,WARREN,A,2
A1-188-R-0-3018-72,48,48,37,0,3018,72,A1,X,R,188,WARREN,A,3
A1-18-L-180-786-0,48,48,55,180,786,0,A1,X,L,18,WARREN,A,1
A1-18-L-180-786-60,48,48,55,180,786,60,A1,X,L,18,WARREN,A,2
A1-18-R-0-786-0,48,48,55,0,786,0,A1,X,R,18,WARREN,A,1
A1-18-R-0-786-60,48,48,55,0,786,60,A1,X,R,18,WARREN,A,2
A11-8-R-2280-606-0,48,48,48,2280,606,0,A11,X,R,8,WARREN,A,1
A11-8-R-2280-606-48,48,48,22,2280,606,48,A11,X,R,8,WARREN,A,2
A11-90-R-2280-1782-48,48,48,30,2280,1782,48,A11,X,R,90,WARREN,A,3
A1-191-L-180-3078-0,48,48,50,180,3078,0,A1,X,L,191,WARREN,A,1
A1-191-L-180-3078-48,48,48,21,180,3078,48,A1,X,L,191,WARREN,A,2
A1-191-L-180-3078-84,48,48,35,180,3078,84,A1,X,L,191,WARREN,A,3
A1-191-R-0-3078-0,48,48,31,0,3078,0,A1,X,R,191,WARREN,A,1
A1-191-R-0-3078-36,48,48,39,0,3078,36,A1,X,R,191,WARREN,A,2
A1-191-R-0-3078-72,48,48,37,0,3078,72,A1,X,R,191,WARREN,A,3
A11-91-R-2280-1794-0,48,48,48,2280,1794,0,A11,X,R,91,WARREN,A,1
A11-91-R-2280-1794-48,48,48,22,2280,1794,48,A11,X,R,91,WARREN,A,2
A11-92-L-2460-1818-0,48,48,61,2460,1818,0,A11,X,L,92,WARREN,A,1
A11-92-L-2460-1818-60,48,48,61,2460,1818,60,A11,X,L,92,WARREN,A,2
A11-94-R-2280-1842-48,48,48,30,2280,1842,48,A11,X,R,94,WARREN,A,3
A1-195-L-180-3138-0,48,48,50,180,3138,0,A1,X,L,195,WARREN,A,1
A1-195-L-180-3138-48,48,48,21,180,3138,48,A1,X,L,195,WARREN,A,2
A1-195-L-180-3138-84,48,48,35,180,3138,84,A1,X,L,195,WARREN,A,3
A1-195-R-0-3138-0,48,48,31,0,3138,0,A1,X,R,195,WARREN,A,1
A1-195-R-0-3138-36,48,48,39,0,3138,36,A1,X,R,195,WARREN,A,2
A1-195-R-0-3138-72,48,48,37,0,3138,72,A1,X,R,195,WARREN,A,3
A11-95-R-2280-1854-0,48,48,48,2280,1854,0,A11,X,R,95,WARREN,A,1
A11-95-R-2280-1854-48,48,48,22,2280,1854,48,A11,X,R,95,WARREN,A,2
A11-96-L-2460-1866-0,48,48,61,2460,1866,0,A11,X,L,96,WARREN,A,1
A11-96-L-2460-1866-60,48,48,61,2460,1866,60,A11,X,L,96,WARREN,A,2
A1-199-L-180-3198-0,48,48,50,180,3198,0,A1,X,L,199,WARREN,A,1
A1-199-L-180-3198-48,48,48,21,180,3198,48,A1,X,L,199,WARREN,A,2
A1-199-L-180-3198-84,48,48,35,180,3198,84,A1,X,L,199,WARREN,A,3
A1-199-R-0-3198-0,48,48,31,0,3198,0,A1,X,R,199,WARREN,A,1
A1-199-R-0-3198-36,48,48,39,0,3198,36,A1,X,R,199,WARREN,A,2
A1-199-R-0-3198-72,48,48,37,0,3198,72,A1,X,R,199,WARREN,A,3
A11-99-R-2280-1902-48,48,48,30,2280,1902,48,A11,X,R,99,WARREN,A,3
A11-9-L-2460-618-0,48,48,61,2460,618,0,A11,X,L,9,WARREN,A,1
A11-9-L-2460-618-60,48,48,61,2460,618,60,A11,X,L,9,WARREN,A,2
A1-1-L-180-390-0,48,48,55,180,390,0,A1,X,L,1,WARREN,A,1
A1-1-L-180-390-60,48,48,55,180,390,60,A1,X,L,1,WARREN,A,2
A1-1-R-0-390-0,48,48,55,0,390,0,A1,X,R,1,WARREN,A,1
A1-1-R-0-390-60,48,48,55,0,390,60,A1,X,R,1,WARREN,A,2
A1-202-L-180-3246-0,48,48,50,180,3246,0,A1,X,L,202,WARREN,A,1
A1-202-L-180-3246-48,48,48,21,180,3246,48,A1,X,L,202,WARREN,A,2
A1-202-L-180-3246-84,48,48,35,180,3246,84,A1,X,L,202,WARREN,A,3
A1-202-R-0-3246-0,48,48,31,0,3246,0,A1,X,R,202,WARREN,A,1
A1-202-R-0-3246-36,48,48,39,0,3246,36,A1,X,R,202,WARREN,A,2
A1-202-R-0-3246-72,48,48,37,0,3246,72,A1,X,R,202,WARREN,A,3
A1-206-L-180-3306-0,48,48,50,180,3306,0,A1,X,L,206,WARREN,A,1
A1-206-L-180-3306-48,48,48,21,180,3306,48,A1,X,L,206,WARREN,A,2
A1-206-L-180-3306-84,48,48,35,180,3306,84,A1,X,L,206,WARREN,A,3
A1-206-R-0-3306-0,48,48,31,0,3306,0,A1,X,R,206,WARREN,A,1
A1-206-R-0-3306-36,48,48,39,0,3306,36,A1,X,R,206,WARREN,A,2
A1-206-R-0-3306-72,48,48,37,0,3306,72,A1,X,R,206,WARREN,A,3
A1-209-L-180-3366-0,48,48,50,180,3366,0,A1,X,L,209,WARREN,A,1
A1-209-L-180-3366-48,48,48,21,180,3366,48,A1,X,L,209,WARREN,A,2
A1-209-L-180-3366-84,48,48,35,180,3366,84,A1,X,L,209,WARREN,A,3
A1-209-R-0-3366-0,48,48,31,0,3366,0,A1,X,R,209,WARREN,A,1
A1-209-R-0-3366-36,48,48,39,0,3366,36,A1,X,R,209,WARREN,A,2
A1-209-R-0-3366-72,48,48,37,0,3366,72,A1,X,R,209,WARREN,A,3
A1-213-L-180-3426-0,48,48,50,180,3426,0,A1,X,L,213,WARREN,A,1
A1-213-L-180-3426-48,48,48,21,180,3426,48,A1,X,L,213,WARREN,A,2
A1-213-L-180-3426-84,48,48,35,180,3426,84,A1,X,L,213,WARREN,A,3
A1-213-R-0-3426-0,48,48,31,0,3426,0,A1,X,R,213,WARREN,A,1
A1-213-R-0-3426-36,48,48,39,0,3426,36,A1,X,R,213,WARREN,A,2
A1-213-R-0-3426-72,48,48,37,0,3426,72,A1,X,R,213,WARREN,A,3
A1-216-L-180-3474-0,48,48,50,180,3474,0,A1,X,L,216,WARREN,A,1
A1-216-L-180-3474-48,48,48,21,180,3474,48,A1,X,L,216,WARREN,A,2
A1-216-L-180-3474-84,48,48,35,180,3474,84,A1,X,L,216,WARREN,A,3
A1-216-R-0-3474-0,48,48,40,0,3474,0,A1,X,R,216,WARREN,A,1
A1-216-R-0-3474-48,48,48,21,0,3474,48,A1,X,R,216,WARREN,A,2
A1-216-R-0-3474-72,48,48,37,0,3474,72,A1,X,R,216,WARREN,A,3
A1-219-L-180-3534-0,48,48,50,180,3534,0,A1,X,L,219,WARREN,A,1
A1-219-L-180-3534-48,48,48,21,180,3534,48,A1,X,L,219,WARREN,A,2
A1-219-L-180-3534-84,48,48,35,180,3534,84,A1,X,L,219,WARREN,A,3
A1-219-R-0-3534-0,48,48,40,0,3534,0,A1,X,R,219,WARREN,A,1
A1-219-R-0-3534-48,48,48,21,0,3534,48,A1,X,R,219,WARREN,A,2
A1-219-R-0-3534-72,48,48,37,0,3534,72,A1,X,R,219,WARREN,A,3
A1-21-L-180-846-0,48,48,55,180,846,0,A1,X,L,21,WARREN,A,1
A1-21-L-180-846-60,48,48,55,180,846,60,A1,X,L,21,WARREN,A,2
A1-21-R-0-846-0,48,48,55,0,846,0,A1,X,R,21,WARREN,A,1
A1-21-R-0-846-60,48,48,55,0,846,60,A1,X,R,21,WARREN,A,2
A1-24-L-180-906-0,48,48,55,180,906,0,A1,X,L,24,WARREN,A,1
A1-24-L-180-906-60,48,48,55,180,906,60,A1,X,L,24,WARREN,A,2
A1-24-R-0-906-0,48,48,55,0,906,0,A1,X,R,24,WARREN,A,1
A1-24-R-0-906-60,48,48,55,0,906,60,A1,X,R,24,WARREN,A,2
A1-28-L-180-954-0,48,48,55,180,954,0,A1,X,L,28,WARREN,A,1
A1-28-L-180-954-60,48,48,55,180,954,60,A1,X,L,28,WARREN,A,2
A1-28-R-0-954-0,48,48,55,0,954,0,A1,X,R,28,WARREN,A,1
A1-28-R-0-954-60,48,48,55,0,954,60,A1,X,R,28,WARREN,A,2
A1-33-L-180-1014-0,48,48,55,180,1014,0,A1,X,L,33,WARREN,A,1
A1-33-L-180-1014-60,48,48,55,180,1014,60,A1,X,L,33,WARREN,A,2
A1-33-R-0-1014-0,48,48,55,0,1014,0,A1,X,R,33,WARREN,A,1
A1-33-R-0-1014-60,48,48,55,0,1014,60,A1,X,R,33,WARREN,A,2
A1-37-L-180-1074-0,48,48,55,180,1074,0,A1,X,L,37,WARREN,A,1
A1-37-L-180-1074-60,48,48,55,180,1074,60,A1,X,L,37,WARREN,A,2
A1-37-R-0-1074-0,48,48,55,0,1074,0,A1,X,R,37,WARREN,A,1
A1-37-R-0-1074-60,48,48,55,0,1074,60,A1,X,R,37,WARREN,A,2
A1-3-L-180-450-0,48,48,55,180,450,0,A1,X,L,3,WARREN,A,1
A1-3-L-180-450-60,48,48,55,180,450,60,A1,X,L,3,WARREN,A,2
A1-3-R-0-450-0,48,48,55,0,450,0,A1,X,R,3,WARREN,A,1
A1-3-R-0-450-60,48,48,55,0,450,60,A1,X,R,3,WARREN,A,2
A1-41-L-180-1134-0,48,48,55,180,1134,0,A1,X,L,41,WARREN,A,1
A1-41-L-180-1134-60,48,48,55,180,1134,60,A1,X,L,41,WARREN,A,2
A1-41-R-0-1134-0,48,48,55,0,1134,0,A1,X,R,41,WARREN,A,1
A1-41-R-0-1134-60,48,48,55,0,1134,60,A1,X,R,41,WARREN,A,2
A1-45-L-180-1182-0,48,48,55,180,1182,0,A1,X,L,45,WARREN,A,1
A1-45-L-180-1182-60,48,48,55,180,1182,60,A1,X,L,45,WARREN,A,2
A1-45-R-0-1182-0,48,48,55,0,1182,0,A1,X,R,45,WARREN,A,1
A1-45-R-0-1182-60,48,48,55,0,1182,60,A1,X,R,45,WARREN,A,2
A1-4-L-180-498-0,48,48,55,180,498,0,A1,X,L,4,WARREN,A,1
A1-4-L-180-498-60,48,48,55,180,498,60,A1,X,L,4,WARREN,A,2
A1-4-R-0-498-0,48,48,55,0,498,0,A1,X,R,4,WARREN,A,1
A1-4-R-0-498-60,48,48,55,0,498,60,A1,X,R,4,WARREN,A,2
A1-50-L-180-1242-0,48,48,55,180,1242,0,A1,X,L,50,WARREN,A,1
A1-50-L-180-1242-60,48,48,55,180,1242,60,A1,X,L,50,WARREN,A,2
A1-50-R-0-1242-0,48,48,55,0,1242,0,A1,X,R,50,WARREN,A,1
A1-50-R-0-1242-60,48,48,55,0,1242,60,A1,X,R,50,WARREN,A,2
A1-54-L-180-1302-0,48,48,55,180,1302,0,A1,X,L,54,WARREN,A,1
A1-54-L-180-1302-60,48,48,55,180,1302,60,A1,X,L,54,WARREN,A,2
A1-54-R-0-1302-0,48,48,55,0,1302,0,A1,X,R,54,WARREN,A,1
A1-54-R-0-1302-60,48,48,55,0,1302,60,A1,X,R,54,WARREN,A,2
A1-58-L-180-1362-0,48,48,55,180,1362,0,A1,X,L,58,WARREN,A,1
A1-58-L-180-1362-60,48,48,55,180,1362,60,A1,X,L,58,WARREN,A,2
A1-58-R-0-1362-0,48,48,55,0,1362,0,A1,X,R,58,WARREN,A,1
A1-58-R-0-1362-60,48,48,55,0,1362,60,A1,X,R,58,WARREN,A,2
A1-62-L-180-1410-0,48,48,55,180,1410,0,A1,X,L,62,WARREN,A,1
A1-62-L-180-1410-60,48,48,55,180,1410,60,A1,X,L,62,WARREN,A,2
A1-62-R-0-1410-0,48,48,55,0,1410,0,A1,X,R,62,WARREN,A,1
A1-62-R-0-1410-60,48,48,55,0,1410,60,A1,X,R,62,WARREN,A,2
A1-67-L-180-1470-0,48,48,55,180,1470,0,A1,X,L,67,WARREN,A,1
A1-67-L-180-1470-60,48,48,55,180,1470,60,A1,X,L,67,WARREN,A,2
A1-67-R-0-1470-0,48,48,55,0,1470,0,A1,X,R,67,WARREN,A,1
A1-67-R-0-1470-60,48,48,55,0,1470,60,A1,X,R,67,WARREN,A,2
A1-6-L-180-558-0,48,48,55,180,558,0,A1,X,L,6,WARREN,A,1
A1-6-L-180-558-60,48,48,55,180,558,60,A1,X,L,6,WARREN,A,2
A1-6-R-0-558-0,48,48,55,0,558,0,A1,X,R,6,WARREN,A,1
A1-6-R-0-558-60,48,48,55,0,558,60,A1,X,R,6,WARREN,A,2
A1-71-L-180-1530-0,48,48,55,180,1530,0,A1,X,L,71,WARREN,A,1
A1-71-L-180-1530-60,48,48,55,180,1530,60,A1,X,L,71,WARREN,A,2
A1-71-R-0-1530-0,48,48,55,0,1530,0,A1,X,R,71,WARREN,A,1
A1-71-R-0-1530-60,48,48,55,0,1530,60,A1,X,R,71,WARREN,A,2
A1-75-L-180-1590-0,48,48,55,180,1590,0,A1,X,L,75,WARREN,A,1
A1-75-L-180-1590-60,48,48,55,180,1590,60,A1,X,L,75,WARREN,A,2
A1-75-R-0-1590-0,48,48,55,0,1590,0,A1,X,R,75,WARREN,A,1
A1-75-R-0-1590-60,48,48,55,0,1590,60,A1,X,R,75,WARREN,A,2
A1-79-L-180-1638-0,48,48,55,180,1638,0,A1,X,L,79,WARREN,A,1
A1-79-L-180-1638-60,48,48,55,180,1638,60,A1,X,L,79,WARREN,A,2
A1-79-R-0-1638-0,48,48,55,0,1638,0,A1,X,R,79,WARREN,A,1
A1-79-R-0-1638-60,48,48,55,0,1638,60,A1,X,R,79,WARREN,A,2
A1-84-L-180-1698-0,48,48,55,180,1698,0,A1,X,L,84,WARREN,A,1
A1-84-L-180-1698-60,48,48,55,180,1698,60,A1,X,L,84,WARREN,A,2
A1-84-R-0-1698-0,48,48,55,0,1698,0,A1,X,R,84,WARREN,A,1
A1-84-R-0-1698-60,48,48,55,0,1698,60,A1,X,R,84,WARREN,A,2
A1-88-L-180-1758-0,48,48,55,180,1758,0,A1,X,L,88,WARREN,A,1
A1-88-L-180-1758-60,48,48,55,180,1758,60,A1,X,L,88,WARREN,A,2
